,date,close
4206585,1/4/20,7296.39
4206586,1/4/20,7295.56
4206587,1/4/20,7298.98
4206588,1/4/20,7302.73
4206589,1/4/20,7300.69
4206590,1/4/20,7302.87
4206591,1/4/20,7301.18
4206592,1/4/20,7301.17
4206593,1/4/20,7297.77
4206594,1/4/20,7289.57
4206595,1/4/20,7292.86
4206597,1/4/20,7299
4206598,1/4/20,7300.31
4206599,1/4/20,7303.95
4206600,1/4/20,7301
4206601,1/4/20,7294.05
4206602,1/4/20,7299.48
4206603,1/4/20,7294.47
4206604,1/4/20,7296.11
4206605,1/4/20,7288.66
4206606,1/4/20,7293.44
4206607,1/4/20,7300.17
4206608,1/4/20,7300.03
4206609,1/4/20,7301.99
4206610,1/4/20,7301.57
4206611,1/4/20,7307.04
4206612,1/4/20,7298.66
4206613,1/4/20,7303.03
4206614,1/4/20,7302.13
4206615,1/4/20,7303.17
4206616,1/4/20,7299.43
4206617,1/4/20,7304.47
4206618,1/4/20,7297.18
4206619,1/4/20,7291.14
4206620,1/4/20,7301.24
4206621,1/4/20,7298.18
4206622,1/4/20,7297.81
4206623,1/4/20,7295.04
4206624,1/4/20,7304.27
4206625,1/4/20,7306.09
4206626,1/4/20,7298.73
4206627,1/4/20,7307.73
4206628,1/4/20,7297
4206629,1/4/20,7299.32
4206630,1/4/20,7301.97
4206631,1/4/20,7302.43
4206632,1/4/20,7301
4206633,1/4/20,7295.62
4206634,1/4/20,7304.69
4206635,1/4/20,7297.12
4206636,1/4/20,7297.72
4206637,1/4/20,7297.72
4206638,1/4/20,7295.53
4206639,1/4/20,7302.78
4206640,1/4/20,7295.07
4206641,1/4/20,7300.88
4206642,1/4/20,7294.12
4206643,1/4/20,7291.59
4206644,1/4/20,7291.7
4206645,1/4/20,7292.51
4206646,1/4/20,7293.1
4206647,1/4/20,7288.95
4206648,1/4/20,7288.75
4206649,1/4/20,7285.78
4206650,1/4/20,7288.81
4206651,1/4/20,7288.64
4206652,1/4/20,7288.73
4206653,1/4/20,7295.37
4206654,1/4/20,7295.37
4206655,1/4/20,7289.37
4206656,1/4/20,7291.69
4206657,1/4/20,7292.98
4206658,1/4/20,7299.88
4206659,1/4/20,7302.36
4206660,1/4/20,7299.61
4206661,1/4/20,7298.52
4206662,1/4/20,7305.52
4206663,1/4/20,7305.52
4206664,1/4/20,7305.52
4206665,1/4/20,7310.87
4206666,1/4/20,7311.38
4206667,1/4/20,7311.23
4206668,1/4/20,7307.37
4206669,1/4/20,7320.09
4206670,1/4/20,7315.4
4206671,1/4/20,7315.31
4206672,1/4/20,7322
4206673,1/4/20,7320.7
4206674,1/4/20,7322
4206675,1/4/20,7317
4206676,1/4/20,7316.76
4206677,1/4/20,7313.81
4206678,1/4/20,7316.75
4206679,1/4/20,7321.97
4206680,1/4/20,7321.79
4206681,1/4/20,7321.99
4206682,1/4/20,7323.29
4206683,1/4/20,7325.11
4206684,1/4/20,7328.64
4206685,1/4/20,7335.68
4206686,1/4/20,7334.72
4206687,1/4/20,7334.74
4206688,1/4/20,7333.63
4206689,1/4/20,7331.88
4206690,1/4/20,7331.88
4206691,1/4/20,7324.93
4206692,1/4/20,7323.36
4206693,1/4/20,7324.7
4206694,1/4/20,7329.74
4206695,1/4/20,7326.96
4206696,1/4/20,7327.92
4206697,1/4/20,7324.48
4206698,1/4/20,7327.12
4206699,1/4/20,7322.37
4206700,1/4/20,7319.88
4206701,1/4/20,7320.52
4206702,1/4/20,7324.67
4206703,1/4/20,7321.57
4206704,1/4/20,7316.72
4206705,1/4/20,7315.18
4206706,1/4/20,7315.26
4206707,1/4/20,7315.43
4206708,1/4/20,7324.88
4206709,1/4/20,7317.37
4206710,1/4/20,7321.93
4206711,1/4/20,7315.28
4206713,1/4/20,7319.48
4206714,1/4/20,7315.14
4206715,1/4/20,7324.04
4206716,1/4/20,7317.38
4206717,1/4/20,7315.37
4206718,1/4/20,7322.32
4206719,1/4/20,7326.33
4206720,1/4/20,7316.85
4206721,1/4/20,7324.24
4206722,1/4/20,7324.84
4206723,1/4/20,7323.6
4206724,1/4/20,7328.48
4206725,1/4/20,7317.51
4206726,1/4/20,7319.53
4206727,1/4/20,7332.83
4206728,1/4/20,7326.91
4206729,1/4/20,7327.24
4206730,1/4/20,7327.24
4206731,1/4/20,7325
4206732,1/4/20,7325.01
4206733,1/4/20,7333.31
4206734,1/4/20,7332.98
4206735,1/4/20,7331.84
4206736,1/4/20,7321.54
4206737,1/4/20,7326.95
4206738,1/4/20,7323.47
4206739,1/4/20,7316.28
4206740,1/4/20,7321.89
4206741,1/4/20,7320
4206742,1/4/20,7317.97
4206743,1/4/20,7315.18
4206744,1/4/20,7321.96
4206745,1/4/20,7315.82
4206746,1/4/20,7321.65
4206747,1/4/20,7324.8
4206748,1/4/20,7317.48
4206749,1/4/20,7313.25
4206750,1/4/20,7318.71
4206751,1/4/20,7315.02
4206752,1/4/20,7319.27
4206753,1/4/20,7316.23
4206754,1/4/20,7310.07
4206755,1/4/20,7308.5
4206756,1/4/20,7307.35
4206757,1/4/20,7306.81
4206758,1/4/20,7311.89
4206759,1/4/20,7306.57
4206760,1/4/20,7303.64
4206761,1/4/20,7308.49
4206762,1/4/20,7312.87
4206763,1/4/20,7309.53
4206764,1/4/20,7317.62
4206765,1/4/20,7313.25
4206766,1/4/20,7321.79
4206767,1/4/20,7311.93
4206768,1/4/20,7323.06
4206769,1/4/20,7318.04
4206770,1/4/20,7319.1
4206771,1/4/20,7322
4206772,1/4/20,7326.45
4206773,1/4/20,7318.83
4206774,1/4/20,7319.44
4206775,1/4/20,7317.84
4206776,1/4/20,7320.97
4206777,1/4/20,7317.8
4206778,1/4/20,7324
4206779,1/4/20,7317.8
4206780,1/4/20,7323.99
4206781,1/4/20,7323.86
4206782,1/4/20,7323.95
4206783,1/4/20,7319.27
4206784,1/4/20,7316.54
4206785,1/4/20,7321.96
4206787,1/4/20,7325.23
4206788,1/4/20,7326.8
4206789,1/4/20,7325.46
4206790,1/4/20,7325.49
4206791,1/4/20,7333.74
4206792,1/4/20,7333.58
4206793,1/4/20,7325.49
4206794,1/4/20,7325
4206795,1/4/20,7325.04
4206796,1/4/20,7325
4206797,1/4/20,7329.96
4206798,1/4/20,7329.95
4206799,1/4/20,7321.54
4206801,1/4/20,7321.53
4206802,1/4/20,7324.18
4206803,1/4/20,7320.01
4206804,1/4/20,7320.01
4206805,1/4/20,7320.93
4206806,1/4/20,7323.05
4206807,1/4/20,7322.31
4206808,1/4/20,7320
4206809,1/4/20,7323.01
4206811,1/4/20,7320
4206812,1/4/20,7328.04
4206813,1/4/20,7322.81
4206814,1/4/20,7333.01
4206815,1/4/20,7324.17
4206816,1/4/20,7323.67
4206817,1/4/20,7324.81
4206818,1/4/20,7333.48
4206819,1/4/20,7326.93
4206820,1/4/20,7335.19
4206821,1/4/20,7336.83
4206822,1/4/20,7340
4206823,1/4/20,7332.11
4206824,1/4/20,7341
4206825,1/4/20,7341
4206826,1/4/20,7342.93
4206827,1/4/20,7335.07
4206828,1/4/20,7345.49
4206829,1/4/20,7336.68
4206830,1/4/20,7346.13
4206831,1/4/20,7344.38
4206832,1/4/20,7350.66
4206833,1/4/20,7346.12
4206834,1/4/20,7355.56
4206835,1/4/20,7350
4206836,1/4/20,7355.4
4206837,1/4/20,7359.63
4206838,1/4/20,7354.86
4206839,1/4/20,7346.44
4206840,1/4/20,7347.46
4206841,1/4/20,7340
4206842,1/4/20,7334.62
4206843,1/4/20,7341.05
4206844,1/4/20,7341.88
4206845,1/4/20,7335.29
4206846,1/4/20,7342.95
4206847,1/4/20,7332.88
4206848,1/4/20,7344
4206849,1/4/20,7344.36
4206850,1/4/20,7341.87
4206851,1/4/20,7336.11
4206852,1/4/20,7344.36
4206853,1/4/20,7333.26
4206854,1/4/20,7333.88
4206855,1/4/20,7332.8
4206856,1/4/20,7336.94
4206857,1/4/20,7336.94
4206858,1/4/20,7338.84
4206859,1/4/20,7336.46
4206860,1/4/20,7342.55
4206861,1/4/20,7338.85
4206862,1/4/20,7339.76
4206863,1/4/20,7342.74
4206864,1/4/20,7346.12
4206865,1/4/20,7341.01
4206866,1/4/20,7339.72
4206867,1/4/20,7346.49
4206868,1/4/20,7347.11
4206869,1/4/20,7343.24
4206870,1/4/20,7343.24
4206871,1/4/20,7343.24
4206872,1/4/20,7343.24
4206873,1/4/20,7342.66
4206874,1/4/20,7346.21
4206875,1/4/20,7342.42
4206876,1/4/20,7348.01
4206877,1/4/20,7349.65
4206878,1/4/20,7352.71
4206879,1/4/20,7356.72
4206880,1/4/20,7352.8
4206881,1/4/20,7360.41
4206882,1/4/20,7351.47
4206883,1/4/20,7354.64
4206884,1/4/20,7350
4206886,1/4/20,7346.73
4206887,1/4/20,7352.93
4206888,1/4/20,7341.13
4206889,1/4/20,7346.05
4206890,1/4/20,7331.5
4206891,1/4/20,7340.54
4206892,1/4/20,7338.31
4206893,1/4/20,7341.05
4206894,1/4/20,7347.93
4206895,1/4/20,7345.55
4206896,1/4/20,7344.35
4206897,1/4/20,7340.82
4206898,1/4/20,7340
4206899,1/4/20,7339.29
4206900,1/4/20,7342.79
4206901,1/4/20,7338.17
4206902,1/4/20,7336.67
4206903,1/4/20,7331.92
4206904,1/4/20,7333.28
4206905,1/4/20,7342.78
4206906,1/4/20,7343.33
4206907,1/4/20,7343.33
4206908,1/4/20,7347.14
4206909,1/4/20,7349.41
4206910,1/4/20,7345.28
4206912,1/4/20,7349.29
4206913,1/4/20,7349.93
4206914,1/4/20,7348.85
4206915,1/4/20,7346.94
4206916,1/4/20,7354.46
4206917,1/4/20,7350.34
4206920,1/4/20,7351.59
4206921,1/4/20,7345
4206922,1/4/20,7335.67
4206923,1/4/20,7338.06
4206924,1/4/20,7345.63
4206925,1/4/20,7345.92
4206926,1/4/20,7339.35
4206927,1/4/20,7339.35
4206929,1/4/20,7350.64
4206930,1/4/20,7352.53
4206931,1/4/20,7356.21
4206932,1/4/20,7359.52
4206933,1/4/20,7358.41
4206934,1/4/20,7359.52
4206935,1/4/20,7357.98
4206936,1/4/20,7356.48
4206937,1/4/20,7359.52
4206938,1/4/20,7356.17
4206939,1/4/20,7350.07
4206940,1/4/20,7349.48
4206941,1/4/20,7358.34
4206942,1/4/20,7358.12
4206943,1/4/20,7351
4206944,1/4/20,7333.9
4206945,1/4/20,7322.4
4206946,1/4/20,7333.7
4206947,1/4/20,7339.03
4206948,1/4/20,7329.71
4206949,1/4/20,7327.18
4206950,1/4/20,7330.07
4206952,1/4/20,7325.68
4206953,1/4/20,7335.08
4206954,1/4/20,7335.08
4206955,1/4/20,7339.85
4206956,1/4/20,7337.46
4206957,1/4/20,7337.46
4206958,1/4/20,7329.38
4206959,1/4/20,7329.77
4206960,1/4/20,7328.88
4206961,1/4/20,7334.67
4206962,1/4/20,7337.89
4206963,1/4/20,7339.39
4206964,1/4/20,7333.79
4206965,1/4/20,7341.69
4206966,1/4/20,7335.74
4206967,1/4/20,7340.32
4206968,1/4/20,7338.29
4206969,1/4/20,7341.67
4206970,1/4/20,7336.98
4206971,1/4/20,7338.85
4206972,1/4/20,7344.65
4206973,1/4/20,7345.76
4206974,1/4/20,7337.77
4206976,1/4/20,7335.23
4206977,1/4/20,7335.23
4206978,1/4/20,7328.88
4206979,1/4/20,7333.02
4206980,1/4/20,7339.21
4206981,1/4/20,7340.75
4206982,1/4/20,7343.44
4206983,1/4/20,7340.69
4206984,1/4/20,7335
4206985,1/4/20,7335
4206986,1/4/20,7335.85
4206987,1/4/20,7331.26
4206988,1/4/20,7330.07
4206989,1/4/20,7330
4206990,1/4/20,7330
4206991,1/4/20,7336.99
4206992,1/4/20,7326.55
4206993,1/4/20,7334.73
4206994,1/4/20,7331.54
4206995,1/4/20,7334.73
4206996,1/4/20,7341.08
4206997,1/4/20,7337
4206998,1/4/20,7340.44
4206999,1/4/20,7340.44
4207000,1/4/20,7336.76
4207001,1/4/20,7335.86
4207003,1/4/20,7343
4207004,1/4/20,7343.06
4207006,1/4/20,7344.26
4207007,1/4/20,7344.62
4207008,1/4/20,7347.45
4207009,1/4/20,7341.05
4207010,1/4/20,7343.27
4207011,1/4/20,7340
4207012,1/4/20,7345.84
4207013,1/4/20,7345.84
4207014,1/4/20,7355.21
4207015,1/4/20,7357
4207016,1/4/20,7347.93
4207017,1/4/20,7347.68
4207018,1/4/20,7344.38
4207019,1/4/20,7346.04
4207020,1/4/20,7351.26
4207021,1/4/20,7344.13
4207022,1/4/20,7342.52
4207023,1/4/20,7351.26
4207024,1/4/20,7346.27
4207025,1/4/20,7345.53
4207026,1/4/20,7344.12
4207027,1/4/20,7351.26
4207028,1/4/20,7344.16
4207029,1/4/20,7343.48
4207030,1/4/20,7345.5
4207031,1/4/20,7341.05
4207032,1/4/20,7342.39
4207033,1/4/20,7339.81
4207034,1/4/20,7345.03
4207035,1/4/20,7344.72
4207036,1/4/20,7333.09
4207037,1/4/20,7339.16
4207038,1/4/20,7336
4207039,1/4/20,7343.44
4207040,1/4/20,7345.13
4207041,1/4/20,7341.95
4207042,1/4/20,7343.07
4207044,1/4/20,7336.48
4207045,1/4/20,7336.85
4207046,1/4/20,7336
4207047,1/4/20,7341.08
4207048,1/4/20,7336
4207049,1/4/20,7340.24
4207050,1/4/20,7333.98
4207051,1/4/20,7339.77
4207052,1/4/20,7335.7
4207053,1/4/20,7341.07
4207054,1/4/20,7333.17
4207055,1/4/20,7333.82
4207056,1/4/20,7334.38
4207057,1/4/20,7334.79
4207058,1/4/20,7332.53
4207059,1/4/20,7334.53
4207060,1/4/20,7334.24
4207061,1/4/20,7335.39
4207062,1/4/20,7333.86
4207063,1/4/20,7335.71
4207064,1/4/20,7334.3
4207065,1/4/20,7335.63
4207066,1/4/20,7335.44
4207067,1/4/20,7334.63
4207068,1/4/20,7335.05
4207069,1/4/20,7335.17
4207070,1/4/20,7341.27
4207071,1/4/20,7334.82
4207072,1/4/20,7340
4207073,1/4/20,7335.96
4207074,1/4/20,7341.62
4207075,1/4/20,7341.62
4207076,1/4/20,7337
4207077,1/4/20,7337.11
4207078,1/4/20,7337
4207079,1/4/20,7348.48
4207080,1/4/20,7347.85
4207081,1/4/20,7350.18
4207082,1/4/20,7348.48
4207083,1/4/20,7359.22
4207084,1/4/20,7356.25
4207085,1/4/20,7356.66
4207086,1/4/20,7346.18
4207087,1/4/20,7349.14
4207088,1/4/20,7344.46
4207089,1/4/20,7350.87
4207090,1/4/20,7349.87
4207091,1/4/20,7344.63
4207092,1/4/20,7349.87
4207093,1/4/20,7345.04
4207094,1/4/20,7346.53
4207095,1/4/20,7355
4207096,1/4/20,7348.7
4207097,1/4/20,7353.66
4207098,1/4/20,7351.5
4207099,1/4/20,7346.37
4207100,1/4/20,7351.71
4207101,1/4/20,7346.39
4207102,1/4/20,7354.2
4207103,1/4/20,7355.65
4207104,1/4/20,7349.21
4207105,1/4/20,7351.44
4207106,1/4/20,7351.16
4207107,1/4/20,7343.88
4207108,1/4/20,7344.24
4207109,1/4/20,7349
4207110,1/4/20,7350.08
4207111,1/4/20,7351.1
4207112,1/4/20,7352.04
4207113,1/4/20,7347
4207114,1/4/20,7357.58
4207115,1/4/20,7355.14
4207116,1/4/20,7348.53
4207117,1/4/20,7348.53
4207118,1/4/20,7348
4207119,1/4/20,7356
4207120,1/4/20,7360.18
4207121,1/4/20,7354.23
4207122,1/4/20,7353.92
4207123,1/4/20,7353.24
4207124,1/4/20,7353.24
4207125,1/4/20,7360.82
4207126,1/4/20,7361.6
4207127,1/4/20,7355.44
4207128,1/4/20,7359.4
4207129,1/4/20,7348
4207130,1/4/20,7347.37
4207131,1/4/20,7347.49
4207132,1/4/20,7343.5
4207133,1/4/20,7341.99
4207134,1/4/20,7337.51
4207135,1/4/20,7346.38
4207136,1/4/20,7337.51
4207137,1/4/20,7340.39
4207138,1/4/20,7345.49
4207139,1/4/20,7345.49
4207140,1/4/20,7345.27
4207141,1/4/20,7346.3
4207142,1/4/20,7342
4207143,1/4/20,7338.3
4207144,1/4/20,7337.5
4207145,1/4/20,7338.08
4207146,1/4/20,7339.21
4207147,1/4/20,7345.75
4207148,1/4/20,7339.99
4207149,1/4/20,7338.13
4207150,1/4/20,7338.25
4207151,1/4/20,7338.01
4207152,1/4/20,7337.28
4207153,1/4/20,7336.01
4207154,1/4/20,7325.25
4207155,1/4/20,7306.16
4207156,1/4/20,7303.15
4207157,1/4/20,7290
4207158,1/4/20,7300.04
4207159,1/4/20,7300.88
4207160,1/4/20,7309.67
4207161,1/4/20,7311.46
4207162,1/4/20,7311.68
4207163,1/4/20,7307.94
4207164,1/4/20,7307.94
4207165,1/4/20,7320.16
4207166,1/4/20,7315.24
4207167,1/4/20,7316.98
4207168,1/4/20,7320.75
4207169,1/4/20,7319.77
4207170,1/4/20,7312.57
4207171,1/4/20,7313.07
4207172,1/4/20,7312.58
4207173,1/4/20,7318.19
4207174,1/4/20,7321.2
4207175,1/4/20,7316.7
4207176,1/4/20,7322.55
4207177,1/4/20,7315.3
4207178,1/4/20,7316.46
4207179,1/4/20,7316.12
4207180,1/4/20,7328.4
4207181,1/4/20,7321.54
4207182,1/4/20,7320.29
4207183,1/4/20,7311.22
4207184,1/4/20,7314.13
4207185,1/4/20,7313
4207186,1/4/20,7311
4207187,1/4/20,7315.27
4207188,1/4/20,7320.29
4207189,1/4/20,7317.13
4207190,1/4/20,7313.31
4207192,1/4/20,7316.86
4207194,1/4/20,7321.32
4207195,1/4/20,7323.59
4207196,1/4/20,7320.17
4207197,1/4/20,7320.17
4207198,1/4/20,7321.64
4207199,1/4/20,7328.41
4207200,1/4/20,7319.71
4207201,1/4/20,7322.82
4207202,1/4/20,7319.86
4207204,1/4/20,7321.52
4207205,1/4/20,7326.11
4207206,1/4/20,7321.52
4207207,1/4/20,7326.11
4207208,1/4/20,7324.17
4207209,1/4/20,7324.17
4207210,1/4/20,7318.66
4207211,1/4/20,7326.11
4207212,1/4/20,7320.26
4207213,1/4/20,7326.11
4207214,1/4/20,7320.88
4207215,1/4/20,7320.14
4207216,1/4/20,7322.42
4207217,1/4/20,7326.85
4207218,1/4/20,7324.01
4207219,1/4/20,7330.64
4207220,1/4/20,7324.25
4207221,1/4/20,7324.71
4207222,1/4/20,7325.55
4207223,1/4/20,7319.1
4207224,1/4/20,7319.76
4207225,1/4/20,7327.79
4207226,1/4/20,7323.25
4207227,1/4/20,7319.64
4207228,1/4/20,7319
4207229,1/4/20,7314.96
4207230,1/4/20,7316.21
4207231,1/4/20,7309.94
4207232,1/4/20,7309.93
4207233,1/4/20,7317.24
4207234,1/4/20,7318.57
4207235,1/4/20,7314.32
4207236,1/4/20,7317.24
4207237,1/4/20,7312.81
4207238,1/4/20,7312.81
4207239,1/4/20,7318.01
4207240,1/4/20,7315.82
4207241,1/4/20,7321.96
4207242,1/4/20,7317.29
4207243,1/4/20,7323.89
4207244,1/4/20,7317.29
4207245,1/4/20,7317.29
4207246,1/4/20,7321.77
4207247,1/4/20,7317.29
4207248,1/4/20,7312.51
4207249,1/4/20,7309.44
4207250,1/4/20,7310.73
4207252,1/4/20,7320.82
4207253,1/4/20,7312.95
4207254,1/4/20,7313.43
4207255,1/4/20,7310.39
4207256,1/4/20,7309.45
4207257,1/4/20,7308.84
4207258,1/4/20,7310.61
4207259,1/4/20,7305.77
4207260,1/4/20,7310.81
4207261,1/4/20,7305
4207262,1/4/20,7303.61
4207263,1/4/20,7308.64
4207264,1/4/20,7308.64
4207265,1/4/20,7308.63
4207266,1/4/20,7308.63
4207267,1/4/20,7308.63
4207268,1/4/20,7308.63
4207269,1/4/20,7308.24
4207270,1/4/20,7307.7
4207271,1/4/20,7297.78
4207272,1/4/20,7298.97
4207273,1/4/20,7297.03
4207274,1/4/20,7289.5
4207275,1/4/20,7299.3
4207276,1/4/20,7290.65
4207277,1/4/20,7300.48
4207278,1/4/20,7296.55
4207279,1/4/20,7298.37
4207280,1/4/20,7302.3
4207281,1/4/20,7298.31
4207282,1/4/20,7298.31
4207283,1/4/20,7298.59
4207284,1/4/20,7304.14
4207285,1/4/20,7308.63
4207286,1/4/20,7301.15
4207287,1/4/20,7304.91
4207288,1/4/20,7305.89
4207289,1/4/20,7302
4207290,1/4/20,7310.81
4207291,1/4/20,7306.72
4207292,1/4/20,7302
4207293,1/4/20,7305.06
4207294,1/4/20,7305.71
4207295,1/4/20,7308.09
4207296,1/4/20,7307.9
4207297,1/4/20,7310.83
4207298,1/4/20,7301.79
4207299,1/4/20,7301.09
4207300,1/4/20,7292.99
4207301,1/4/20,7297.19
4207302,1/4/20,7297.76
4207303,1/4/20,7301.67
4207304,1/4/20,7294.6
4207305,1/4/20,7298.18
4207306,1/4/20,7293.84
4207307,1/4/20,7295.33
4207308,1/4/20,7291.97
4207309,1/4/20,7296.51
4207310,1/4/20,7279.21
4207311,1/4/20,7293.01
4207312,1/4/20,7287.93
4207313,1/4/20,7284.12
4207314,1/4/20,7286.17
4207315,1/4/20,7289.72
4207316,1/4/20,7287.2
4207317,1/4/20,7284
4207318,1/4/20,7282.83
4207319,1/4/20,7289.32
4207320,1/4/20,7290.13
4207321,1/4/20,7289.82
4207322,1/4/20,7290.68
4207323,1/4/20,7292.12
4207324,1/4/20,7290.11
4207325,1/4/20,7289.45
4207326,1/4/20,7288
4207327,1/4/20,7280
4207328,1/4/20,7281.62
4207329,1/4/20,7288.88
4207330,1/4/20,7285.94
4207331,1/4/20,7291.92
4207332,1/4/20,7286.68
4207333,1/4/20,7287.29
4207334,1/4/20,7283.29
4207335,1/4/20,7284.47
4207336,1/4/20,7280
4207337,1/4/20,7285.15
4207338,1/4/20,7289.45
4207339,1/4/20,7299.24
4207340,1/4/20,7292.91
4207341,1/4/20,7295.64
4207342,1/4/20,7299.25
4207343,1/4/20,7302.69
4207344,1/4/20,7303.34
4207345,1/4/20,7293.35
4207346,1/4/20,7290.85
4207347,1/4/20,7298.73
4207348,1/4/20,7284.89
4207349,1/4/20,7293.2
4207350,1/4/20,7293.2
4207351,1/4/20,7296.28
4207352,1/4/20,7292.7
4207353,1/4/20,7297.05
4207354,1/4/20,7293
4207355,1/4/20,7297.68
4207356,1/4/20,7297.88
4207357,1/4/20,7289.87
4207358,1/4/20,7286.14
4207359,1/4/20,7286.73
4207360,1/4/20,7288
4207361,1/4/20,7289.97
4207362,1/4/20,7291.82
4207363,1/4/20,7298.77
4207364,1/4/20,7294.9
4207365,1/4/20,7298.77
4207366,1/4/20,7294.9
4207367,1/4/20,7298.3
4207368,1/4/20,7298.54
4207369,1/4/20,7303
4207370,1/4/20,7297.23
4207371,1/4/20,7296.48
4207372,1/4/20,7296.37
4207373,1/4/20,7296.37
4207374,1/4/20,7296.23
4207375,1/4/20,7298.12
4207376,1/4/20,7302.6
4207377,1/4/20,7298.48
4207378,1/4/20,7299.12
4207379,1/4/20,7308.13
4207380,1/4/20,7302.98
4207381,1/4/20,7295.23
4207382,1/4/20,7295.34
4207383,1/4/20,7300.22
4207384,1/4/20,7293.02
4207385,1/4/20,7300.35
4207386,1/4/20,7297.56
4207387,1/4/20,7299.35
4207388,1/4/20,7299.35
4207389,1/4/20,7301.33
4207390,1/4/20,7303.23
4207391,1/4/20,7304.89
4207392,1/4/20,7299.56
4207393,1/4/20,7305.93
4207394,1/4/20,7303.1
4207395,1/4/20,7303.1
4207396,1/4/20,7299.32
4207397,1/4/20,7299.32
4207398,1/4/20,7298.11
4207399,1/4/20,7296.76
4207400,1/4/20,7295.04
4207401,1/4/20,7295
4207402,1/4/20,7291.96
4207403,1/4/20,7291.56
4207404,1/4/20,7292.7
4207405,1/4/20,7296.8
4207406,1/4/20,7287.98
4207407,1/4/20,7287.3
4207408,1/4/20,7287.87
4207409,1/4/20,7289
4207410,1/4/20,7290.12
4207411,1/4/20,7291.34
4207412,1/4/20,7296.2
4207413,1/4/20,7292
4207414,1/4/20,7292
4207415,1/4/20,7296.8
4207416,1/4/20,7294
4207418,1/4/20,7294
4207419,1/4/20,7297.14
4207420,1/4/20,7300.03
4207421,1/4/20,7307.89
4207422,1/4/20,7316.76
4207423,1/4/20,7308.7
4207424,1/4/20,7304.84
4207425,1/4/20,7313.84
4207426,1/4/20,7310.14
4207427,1/4/20,7314.01
4207428,1/4/20,7303.69
4207429,1/4/20,7304.85
4207430,1/4/20,7307.88
4207431,1/4/20,7307.88
4207432,1/4/20,7304.21
4207433,1/4/20,7315.06
4207434,1/4/20,7314.32
4207435,1/4/20,7309.7
4207436,1/4/20,7312.02
4207437,1/4/20,7309.83
4207438,1/4/20,7313.12
4207439,1/4/20,7315.88
4207440,1/4/20,7310.82
4207441,1/4/20,7310.82
4207442,1/4/20,7310.81
4207443,1/4/20,7305.3
4207444,1/4/20,7306.89
4207445,1/4/20,7306.62
4207446,1/4/20,7309.44
4207447,1/4/20,7315.33
4207448,1/4/20,7307.84
4207449,1/4/20,7306.76
4207450,1/4/20,7301.19
4207451,1/4/20,7306.02
4207452,1/4/20,7299.46
4207453,1/4/20,7300.33
4207454,1/4/20,7312.16
4207455,1/4/20,7305.59
4207456,1/4/20,7305.19
4207457,1/4/20,7312.55
4207458,1/4/20,7301.22
4207459,1/4/20,7296
